22/9/2021;15:05:00;0;refugiado
22/9/2021;16:30:00;0;refugiado
23/9/2021;11:22:00;0;asoleandose
23/9/2021;14:43:00;0;refugiado
24/9/2021;8:55:00;0;refugiado
24/9/2021;12:11:00;0;refugiado
25/9/2021;12:41:56;0;refugiado
25/9/2021;18:26:05;0;refugiado
26/9/2021;15:30:18;0;refugiado
27/9/2021;9:25:47;0;refugiado
27/9/2021;9:14:35;0;refugiado
27/9/2021;18:32:50;0;refugiado
28/9/2021;9:38:57;0;refugiado
28/9/2021;18:01:00;0;refugiado
28/9/2021;18:07:15;0;refugiado
29/9/2021;9:41:00;0;asoleandose
29/9/2021;18:36:00;0;refugiado